"id","name","description","strategy_criteria","buy_entry","buy_exit","sell_entry","sell_exit","sl_criteria","trlg_criteria","trlg_option","active"
"2328","Ema40-Cr-Ema1450-SL-NoTh","Ema40-Cr-Ema1450-SL-NoTh","prev_ema1450","( curr_ema40 > curr_ema1450 && prev_ema40 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema40 < curr_ema1450 && prev_ema40 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2329","Ema40-Cr-Ema1500-SL-NoTh","Ema40-Cr-Ema1500-SL-NoTh","prev_ema1500","( curr_ema40 > curr_ema1500 && prev_ema40 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema40 < curr_ema1500 && prev_ema40 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2401","Ema40-Cr-Ema100-SL-ema50","Ema40-Cr-Ema100-SL-ema50","prev_ema100","( curr_ema40 > curr_ema100 && prev_ema40 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema50  ) ","( curr_ema40 < curr_ema100 && prev_ema40 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema50  ) ","40","8","linear","0"
"2402","Ema40-Cr-Ema150-SL-ema150-1","Ema40-Cr-Ema150-SL-ema150-1","prev_ema150","( curr_ema40 > curr_ema150 && prev_ema40 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema150 && prev_ema40 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2403","Ema40-Cr-Ema200-SL-ema150","Ema40-Cr-Ema200-SL-ema150","prev_ema200","( curr_ema40 > curr_ema200 && prev_ema40 < prev_ema200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema200 && prev_ema40 > prev_ema200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2404","Ema40-Cr-Ema250-SL-ema150","Ema40-Cr-Ema250-SL-ema150","prev_ema250","( curr_ema40 > curr_ema250 && prev_ema40 < prev_ema250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema250 && prev_ema40 > prev_ema250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2405","Ema40-Cr-Ema300-SL-ema150","Ema40-Cr-Ema300-SL-ema150","prev_ema300","( curr_ema40 > curr_ema300 && prev_ema40 < prev_ema300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema300 && prev_ema40 > prev_ema300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2406","Ema40-Cr-Ema350-SL-ema150","Ema40-Cr-Ema350-SL-ema150","prev_ema350","( curr_ema40 > curr_ema350 && prev_ema40 < prev_ema350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema350 && prev_ema40 > prev_ema350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2407","Ema40-Cr-Ema400-SL-ema150","Ema40-Cr-Ema400-SL-ema150","prev_ema400","( curr_ema40 > curr_ema400 && prev_ema40 < prev_ema400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema400 && prev_ema40 > prev_ema400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2408","Ema40-Cr-Ema450-SL-ema150","Ema40-Cr-Ema450-SL-ema150","prev_ema450","( curr_ema40 > curr_ema450 && prev_ema40 < prev_ema450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema450 && prev_ema40 > prev_ema450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2409","Ema40-Cr-Ema500-SL-ema150","Ema40-Cr-Ema500-SL-ema150","prev_ema500","( curr_ema40 > curr_ema500 && prev_ema40 < prev_ema500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema500 && prev_ema40 > prev_ema500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2410","Ema40-Cr-Ema550-SL-ema150","Ema40-Cr-Ema550-SL-ema150","prev_ema550","( curr_ema40 > curr_ema550 && prev_ema40 < prev_ema550 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema550 && prev_ema40 > prev_ema550 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2411","Ema40-Cr-Ema600-SL-ema150","Ema40-Cr-Ema600-SL-ema150","prev_ema600","( curr_ema40 > curr_ema600 && prev_ema40 < prev_ema600 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema600 && prev_ema40 > prev_ema600 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2412","Ema40-Cr-Ema650-SL-ema150","Ema40-Cr-Ema650-SL-ema150","prev_ema650","( curr_ema40 > curr_ema650 && prev_ema40 < prev_ema650 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema650 && prev_ema40 > prev_ema650 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2413","Ema40-Cr-Ema700-SL-ema150","Ema40-Cr-Ema700-SL-ema150","prev_ema700","( curr_ema40 > curr_ema700 && prev_ema40 < prev_ema700 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema700 && prev_ema40 > prev_ema700 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2414","Ema40-Cr-Ema750-SL-ema150","Ema40-Cr-Ema750-SL-ema150","prev_ema750","( curr_ema40 > curr_ema750 && prev_ema40 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema750 && prev_ema40 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2415","Ema40-Cr-Ema800-SL-ema150","Ema40-Cr-Ema800-SL-ema150","prev_ema800","( curr_ema40 > curr_ema800 && prev_ema40 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema800 && prev_ema40 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2416","Ema40-Cr-Ema850-SL-ema150","Ema40-Cr-Ema850-SL-ema150","prev_ema850","( curr_ema40 > curr_ema850 && prev_ema40 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema850 && prev_ema40 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2417","Ema40-Cr-Ema900-SL-ema150","Ema40-Cr-Ema900-SL-ema150","prev_ema900","( curr_ema40 > curr_ema900 && prev_ema40 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema900 && prev_ema40 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2418","Ema40-Cr-Ema950-SL-ema150","Ema40-Cr-Ema950-SL-ema150","prev_ema950","( curr_ema40 > curr_ema950 && prev_ema40 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema950 && prev_ema40 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2419","Ema40-Cr-Ema1000-SL-ema150","Ema40-Cr-Ema1000-SL-ema150","prev_ema1000","( curr_ema40 > curr_ema1000 && prev_ema40 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1000 && prev_ema40 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2420","Ema40-Cr-Ema1050-SL-ema150","Ema40-Cr-Ema1050-SL-ema150","prev_ema1050","( curr_ema40 > curr_ema1050 && prev_ema40 < prev_ema1050 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1050 && prev_ema40 > prev_ema1050 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2421","Ema40-Cr-Ema1100-SL-ema150","Ema40-Cr-Ema1100-SL-ema150","prev_ema1100","( curr_ema40 > curr_ema1100 && prev_ema40 < prev_ema1100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1100 && prev_ema40 > prev_ema1100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2422","Ema40-Cr-Ema1150-SL-ema150","Ema40-Cr-Ema1150-SL-ema150","prev_ema1150","( curr_ema40 > curr_ema1150 && prev_ema40 < prev_ema1150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1150 && prev_ema40 > prev_ema1150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2423","Ema40-Cr-Ema1200-SL-ema150","Ema40-Cr-Ema1200-SL-ema150","prev_ema1200","( curr_ema40 > curr_ema1200 && prev_ema40 < prev_ema1200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1200 && prev_ema40 > prev_ema1200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2424","Ema40-Cr-Ema1250-SL-ema150","Ema40-Cr-Ema1250-SL-ema150","prev_ema1250","( curr_ema40 > curr_ema1250 && prev_ema40 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1250 && prev_ema40 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2425","Ema40-Cr-Ema1300-SL-ema150","Ema40-Cr-Ema1300-SL-ema150","prev_ema1300","( curr_ema40 > curr_ema1300 && prev_ema40 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1300 && prev_ema40 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2426","Ema40-Cr-Ema1350-SL-ema150","Ema40-Cr-Ema1350-SL-ema150","prev_ema1350","( curr_ema40 > curr_ema1350 && prev_ema40 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1350 && prev_ema40 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2427","Ema40-Cr-Ema1400-SL-ema150","Ema40-Cr-Ema1400-SL-ema150","prev_ema1400","( curr_ema40 > curr_ema1400 && prev_ema40 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1400 && prev_ema40 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2428","Ema40-Cr-Ema1450-SL-ema150","Ema40-Cr-Ema1450-SL-ema150","prev_ema1450","( curr_ema40 > curr_ema1450 && prev_ema40 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1450 && prev_ema40 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2429","Ema40-Cr-Ema1500-SL-ema150","Ema40-Cr-Ema1500-SL-ema150","prev_ema1500","( curr_ema40 > curr_ema1500 && prev_ema40 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema40 < curr_ema1500 && prev_ema40 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2501","Ema50-Cr-Ema100-SL-Ema100","Ema50-Cr-Ema100-SL-Ema100","prev_ema100","( curr_ema50 > curr_ema100 && prev_ema50 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema100  ) ","( curr_ema50 < curr_ema100 && prev_ema50 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema100  ) ","40","8","linear","0"
"2502","Ema50-Cr-Ema150-SL-Ema150","Ema50-Cr-Ema150-SL-Ema150","prev_ema150","( curr_ema50 > curr_ema150 && prev_ema50 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema50 < curr_ema150 && prev_ema50 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"2503","Ema50-Cr-Ema200-SL-Ema200","Ema50-Cr-Ema200-SL-Ema200","prev_ema200","( curr_ema50 > curr_ema200 && prev_ema50 < prev_ema200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema200  ) ","( curr_ema50 < curr_ema200 && prev_ema50 > prev_ema200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema200  ) ","40","8","linear","0"
"2504","Ema50-Cr-Ema250-SL-Ema250","Ema50-Cr-Ema250-SL-Ema250","prev_ema250","( curr_ema50 > curr_ema250 && prev_ema50 < prev_ema250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema250  ) ","( curr_ema50 < curr_ema250 && prev_ema50 > prev_ema250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema250  ) ","40","8","linear","0"
"2505","Ema50-Cr-Ema300-SL-Ema300","Ema50-Cr-Ema300-SL-Ema300","prev_ema300","( curr_ema50 > curr_ema300 && prev_ema50 < prev_ema300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema300  ) ","( curr_ema50 < curr_ema300 && prev_ema50 > prev_ema300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema300  ) ","40","8","linear","0"
"2506","Ema50-Cr-Ema350-SL-Ema350","Ema50-Cr-Ema350-SL-Ema350","prev_ema350","( curr_ema50 > curr_ema350 && prev_ema50 < prev_ema350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema350  ) ","( curr_ema50 < curr_ema350 && prev_ema50 > prev_ema350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema350  ) ","40","8","linear","0"
"2507","Ema50-Cr-Ema400-SL-Ema400","Ema50-Cr-Ema400-SL-Ema400","prev_ema400","( curr_ema50 > curr_ema400 && prev_ema50 < prev_ema400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema400  ) ","( curr_ema50 < curr_ema400 && prev_ema50 > prev_ema400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema400  ) ","40","8","linear","0"
"2508","Ema50-Cr-Ema450-SL-Ema450","Ema50-Cr-Ema450-SL-Ema450","prev_ema450","( curr_ema50 > curr_ema450 && prev_ema50 < prev_ema450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema450  ) ","( curr_ema50 < curr_ema450 && prev_ema50 > prev_ema450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema450  ) ","40","8","linear","0"
"2509","Ema50-Cr-Ema500-SL-Ema500","Ema50-Cr-Ema500-SL-Ema500","prev_ema500","( curr_ema50 > curr_ema500 && prev_ema50 < prev_ema500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema500  ) ","( curr_ema50 < curr_ema500 && prev_ema50 > prev_ema500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema500  ) ","40","8","linear","0"
"2510","Ema50-Cr-Ema550-SL-Ema550","Ema50-Cr-Ema550-SL-Ema550","prev_ema550","( curr_ema50 > curr_ema550 && prev_ema50 < prev_ema550 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema550  ) ","( curr_ema50 < curr_ema550 && prev_ema50 > prev_ema550 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema550  ) ","40","8","linear","0"
"2511","Ema50-Cr-Ema600-SL-Ema600","Ema50-Cr-Ema600-SL-Ema600","prev_ema600","( curr_ema50 > curr_ema600 && prev_ema50 < prev_ema600 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema600  ) ","( curr_ema50 < curr_ema600 && prev_ema50 > prev_ema600 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema600  ) ","40","8","linear","0"
"2512","Ema50-Cr-Ema650-SL-Ema650","Ema50-Cr-Ema650-SL-Ema650","prev_ema650","( curr_ema50 > curr_ema650 && prev_ema50 < prev_ema650 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema650  ) ","( curr_ema50 < curr_ema650 && prev_ema50 > prev_ema650 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema650  ) ","40","8","linear","0"
"2513","Ema50-Cr-Ema700-SL-Ema700","Ema50-Cr-Ema700-SL-Ema700","prev_ema700","( curr_ema50 > curr_ema700 && prev_ema50 < prev_ema700 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema700  ) ","( curr_ema50 < curr_ema700 && prev_ema50 > prev_ema700 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema700  ) ","40","8","linear","0"
"2514","Ema50-Cr-Ema750-SL-Ema750","Ema50-Cr-Ema750-SL-Ema750","prev_ema750","( curr_ema50 > curr_ema750 && prev_ema50 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema750  ) ","( curr_ema50 < curr_ema750 && prev_ema50 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema750  ) ","40","8","linear","0"
"2515","Ema50-Cr-Ema800-SL-Ema800","Ema50-Cr-Ema800-SL-Ema800","prev_ema800","( curr_ema50 > curr_ema800 && prev_ema50 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema800  ) ","( curr_ema50 < curr_ema800 && prev_ema50 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema800  ) ","40","8","linear","0"
"2516","Ema50-Cr-Ema850-SL-Ema850","Ema50-Cr-Ema850-SL-Ema850","prev_ema850","( curr_ema50 > curr_ema850 && prev_ema50 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema850  ) ","( curr_ema50 < curr_ema850 && prev_ema50 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema850  ) ","40","8","linear","0"
"2517","Ema50-Cr-Ema900-SL-Ema900","Ema50-Cr-Ema900-SL-Ema900","prev_ema900","( curr_ema50 > curr_ema900 && prev_ema50 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema900  ) ","( curr_ema50 < curr_ema900 && prev_ema50 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema900  ) ","40","8","linear","0"
"2518","Ema50-Cr-Ema950-SL-Ema950","Ema50-Cr-Ema950-SL-Ema950","prev_ema950","( curr_ema50 > curr_ema950 && prev_ema50 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema950  ) ","( curr_ema50 < curr_ema950 && prev_ema50 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema950  ) ","40","8","linear","0"
"2519","Ema50-Cr-Ema1000-SL-Ema1000","Ema50-Cr-Ema1000-SL-Ema1000","prev_ema1000","( curr_ema50 > curr_ema1000 && prev_ema50 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1000  ) ","( curr_ema50 < curr_ema1000 && prev_ema50 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1000  ) ","40","8","linear","0"
"2520","Ema50-Cr-Ema1050-SL-Ema1050","Ema50-Cr-Ema1050-SL-Ema1050","prev_ema1050","( curr_ema50 > curr_ema1050 && prev_ema50 < prev_ema1050 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1050  ) ","( curr_ema50 < curr_ema1050 && prev_ema50 > prev_ema1050 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1050  ) ","40","8","linear","0"
"2521","Ema50-Cr-Ema1100-SL-Ema1100","Ema50-Cr-Ema1100-SL-Ema1100","prev_ema1100","( curr_ema50 > curr_ema1100 && prev_ema50 < prev_ema1100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1100  ) ","( curr_ema50 < curr_ema1100 && prev_ema50 > prev_ema1100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1100  ) ","40","8","linear","0"
"2522","Ema50-Cr-Ema1150-SL-Ema1150","Ema50-Cr-Ema1150-SL-Ema1150","prev_ema1150","( curr_ema50 > curr_ema1150 && prev_ema50 < prev_ema1150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1150  ) ","( curr_ema50 < curr_ema1150 && prev_ema50 > prev_ema1150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1150  ) ","40","8","linear","0"
"2523","Ema50-Cr-Ema1200-SL-Ema1200","Ema50-Cr-Ema1200-SL-Ema1200","prev_ema1200","( curr_ema50 > curr_ema1200 && prev_ema50 < prev_ema1200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1200  ) ","( curr_ema50 < curr_ema1200 && prev_ema50 > prev_ema1200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1200  ) ","40","8","linear","0"
"2524","Ema50-Cr-Ema1250-SL-Ema1250","Ema50-Cr-Ema1250-SL-Ema1250","prev_ema1250","( curr_ema50 > curr_ema1250 && prev_ema50 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1250  ) ","( curr_ema50 < curr_ema1250 && prev_ema50 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1250  ) ","40","8","linear","0"
"2525","Ema50-Cr-Ema1300-SL-Ema1300","Ema50-Cr-Ema1300-SL-Ema1300","prev_ema1300","( curr_ema50 > curr_ema1300 && prev_ema50 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1300  ) ","( curr_ema50 < curr_ema1300 && prev_ema50 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1300  ) ","40","8","linear","0"
"2526","Ema50-Cr-Ema1350-SL-Ema1350","Ema50-Cr-Ema1350-SL-Ema1350","prev_ema1350","( curr_ema50 > curr_ema1350 && prev_ema50 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1350  ) ","( curr_ema50 < curr_ema1350 && prev_ema50 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1350  ) ","40","8","linear","0"
"2527","Ema50-Cr-Ema1400-SL-Ema1400","Ema50-Cr-Ema1400-SL-Ema1400","prev_ema1400","( curr_ema50 > curr_ema1400 && prev_ema50 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1400  ) ","( curr_ema50 < curr_ema1400 && prev_ema50 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1400  ) ","40","8","linear","0"
"2528","Ema50-Cr-Ema1450-SL-Ema1450","Ema50-Cr-Ema1450-SL-Ema1450","prev_ema1450","( curr_ema50 > curr_ema1450 && prev_ema50 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1450  ) ","( curr_ema50 < curr_ema1450 && prev_ema50 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1450  ) ","40","8","linear","0"
"2529","Ema50-Cr-Ema1500-SL-Ema1500","Ema50-Cr-Ema1500-SL-Ema1500","prev_ema1500","( curr_ema50 > curr_ema1500 && prev_ema50 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1500  ) ","( curr_ema50 < curr_ema1500 && prev_ema50 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1500  ) ","40","8","linear","0"
"2601","Ema50-Cr-Ema100-SL-NoTh","Ema50-Cr-Ema100-SL-NoTh","prev_ema100","( curr_ema50 > curr_ema100 && prev_ema50 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema50 < curr_ema100 && prev_ema50 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2602","Ema50-Cr-Ema150-SL-NoTh","Ema50-Cr-Ema150-SL-NoTh","prev_ema150","( curr_ema50 > curr_ema150 && prev_ema50 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema50 < curr_ema150 && prev_ema50 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
